Rk,Team,Date,CrdY,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,CrdY,CrdR,2CrdY,Fls,Fld,Match Report
688,Reims,2024-10-06,3,,Montpellier,fr Ligue 1,W 4-2,4,2,+2,48,3,1,1,0,3,0,0,15,12,Match Report
689,Reims,2024-09-29,3,@,Angers,fr Ligue 1,W 3-1,3,1,+2,47,3,0,0,0,3,0,0,11,7,Match Report
690,Liverpool,2025-02-01,3,@,Bournemouth,eng Premier League,W 2-0,2,0,+2,51,1,1,1,0,3,0,0,9,14,Match Report
691,Liverpool,2025-01-18,3,@,Brentford,eng Premier League,W 2-0,2,0,+2,60,2,0,0,0,3,0,0,14,6,Match Report
692,Liverpool,2024-12-26,3,,Leicester City,eng Premier League,W 3-1,3,1,+2,68,3,0,0,0,3,0,0,17,5,Match Report
693,Liverpool,2024-12-14,3,,Fulham,eng Premier League,D 2-2,2,2,0,61,2,0,0,0,3,1,0,10,7,Match Report
694,Liverpool,2024-09-28,3,@,Wolves,eng Premier League,W 2-1,2,1,+1,55,1,1,1,0,3,0,0,8,15,Match Report
695,Aston Villa,2025-04-02,3,@,Brighton,eng Premier League,W 3-0,3,0,+3,44,3,0,0,0,3,0,0,11,15,Match Report
696,Aston Villa,2025-02-01,3,@,Wolves,eng Premier League,L 0-2,0,2,-2,68,0,0,0,0,3,0,0,13,20,Match Report
697,Aston Villa,2025-01-18,3,@,Arsenal,eng Premier League,D 2-2,2,2,0,34,2,0,0,0,3,0,0,18,9,Match Report
698,Aston Villa,2024-12-21,3,,Manchester City,eng Premier League,W 2-1,2,1,+1,44,2,0,0,0,3,0,0,14,7,Match Report
699,Aston Villa,2024-11-23,3,,Crystal Palace,eng Premier League,D 2-2,2,2,0,69,2,0,1,1,3,0,0,10,10,Match Report
700,Aston Villa,2024-11-09,3,@,Liverpool,eng Premier League,L 0-2,0,2,-2,38,0,0,0,0,3,0,0,15,11,Match Report
701,Aston Villa,2024-09-21,3,,Wolves,eng Premier League,W 3-1,3,1,+2,53,3,0,0,0,3,0,0,11,15,Match Report
702,Wolves,2025-02-22,3,@,Bournemouth,eng Premier League,W 1-0,1,0,+1,54,1,0,0,0,3,0,0,9,17,Match Report
703,Wolves,2024-10-26,3,@,Brighton,eng Premier League,D 2-2,2,2,0,49,2,0,0,0,3,0,0,10,12,Match Report
704,Wolves,2024-10-05,3,@,Brentford,eng Premier League,L 3-5,3,5,-2,56,3,0,0,0,3,0,0,10,9,Match Report
705,Wolves,2024-09-15,3,,Newcastle Utd,eng Premier League,L 1-2,1,2,-1,49,1,0,0,0,3,0,0,17,6,Match Report
706,Alavés,2025-03-29,3,,Rayo Vallecano,es La Liga,L 0-2,0,2,-2,55,0,0,1,1,3,0,0,14,11,Match Report
707,Alavés,2024-12-08,3,@,Osasuna,es La Liga,D 2-2,2,2,0,40,2,0,0,0,3,0,0,14,13,Match Report
708,Alavés,2024-11-23,3,@,Atlético Madrid,es La Liga,L 1-2,1,2,-1,30,0,1,1,0,3,0,0,19,15,Match Report
709,Alavés,2024-11-09,3,@,Villarreal,es La Liga,L 0-3,0,3,-3,38,0,0,0,0,3,0,0,21,16,Match Report
710,Alavés,2024-11-01,3,,Mallorca,es La Liga,W 1-0,1,0,+1,51,1,0,0,0,3,0,0,19,11,Match Report
711,Alavés,2024-09-14,3,@,Espanyol,es La Liga,L 2-3,2,3,-1,61,2,0,0,0,3,0,0,14,15,Match Report
712,Alavés,2024-09-01,3,,Las Palmas,es La Liga,W 2-0,2,0,+2,30,2,0,1,1,3,0,0,13,9,Match Report
713,Girona,2025-03-10,3,@,Espanyol,es La Liga,D 1-1,1,1,0,67,0,1,1,0,3,0,0,13,11,Match Report
714,Girona,2024-12-20,3,,Valladolid,es La Liga,W 3-0,3,0,+3,70,3,0,0,0,3,0,0,13,6,Match Report
715,Girona,2024-12-07,3,,Real Madrid,es La Liga,L 0-3,0,3,-3,42,0,0,0,0,3,0,0,6,6,Match Report
716,Girona,2024-11-10,3,@,Getafe,es La Liga,W 1-0,1,0,+1,53,1,0,0,0,3,0,0,16,22,Match Report
717,Girona,2024-09-25,3,,Rayo Vallecano,es La Liga,D 0-0,0,0,0,71,0,0,0,0,3,0,0,8,16,Match Report
718,Girona,2024-09-15,3,,Barcelona,es La Liga,L 1-4,1,4,-3,45,1,0,0,0,3,0,0,13,3,Match Report
719,Girona,2024-08-25,3,@,Atlético Madrid,es La Liga,L 0-3,0,3,-3,57,0,0,0,0,3,0,0,11,11,Match Report
720,Atalanta,2025-03-30,3,@,Fiorentina,it Serie A,L 0-1,0,1,-1,55,0,0,0,0,3,0,0,16,7,Match Report
721,Atalanta,2025-03-16,3,,Inter,it Serie A,L 0-2,0,2,-2,49,0,0,0,0,3,1,1,11,13,Match Report
722,Atalanta,2025-01-25,3,@,Como,it Serie A,W 2-1,2,1,+1,46,2,0,0,0,3,0,0,10,14,Match Report
723,Atalanta,2024-12-28,3,@,Lazio,it Serie A,D 1-1,1,1,0,60,1,0,0,0,3,0,0,11,6,Match Report
724,Atalanta,2024-12-14,3,@,Cagliari,it Serie A,W 1-0,1,0,+1,56,1,0,0,0,3,0,0,10,16,Match Report
725,Atalanta,2024-12-02,3,@,Roma,it Serie A,W 2-0,2,0,+2,52,2,0,0,0,3,0,0,13,17,Match Report
726,Atalanta,2024-11-03,3,@,Napoli,it Serie A,W 3-0,3,0,+3,50,3,0,0,0,3,0,0,8,10,Match Report
727,Atalanta,2024-09-28,3,@,Bologna,it Serie A,D 1-1,1,1,0,64,1,0,0,0,3,0,0,12,15,Match Report
728,Rayo Vallecano,2025-03-16,3,,Real Sociedad,es La Liga,D 2-2,2,2,0,55,2,0,0,0,3,0,0,16,9,Match Report
729,Rayo Vallecano,2025-02-17,3,@,Barcelona,es La Liga,L 0-1,0,1,-1,41,0,0,0,0,3,0,0,9,11,Match Report
730,Rayo Vallecano,2025-01-26,3,,Girona,es La Liga,W 2-1,2,1,+1,57,2,0,0,0,3,0,0,19,8,Match Report
731,Rayo Vallecano,2024-12-18,3,@,Villarreal,es La Liga,D 1-1,1,1,0,55,1,0,0,0,3,0,0,15,8,Match Report
732,Rayo Vallecano,2024-12-01,3,,Athletic Club,es La Liga,L 1-2,1,2,-1,48,1,0,0,0,3,0,0,14,8,Match Report
733,Rayo Vallecano,2024-09-16,3,,Osasuna,es La Liga,W 3-1,3,1,+2,65,3,0,0,0,3,0,0,12,14,Match Report
734,Rayo Vallecano,2024-08-27,3,,Barcelona,es La Liga,L 1-2,1,2,-1,36,1,0,0,0,3,0,0,17,11,Match Report
735,Mainz 05,2025-04-05,3,,Holstein Kiel,de Bundesliga,D 1-1,1,1,0,58,1,0,0,0,3,0,0,12,8,Match Report
736,Mainz 05,2025-02-22,3,,St. Pauli,de Bundesliga,W 2-0,2,0,+2,53,2,0,0,0,3,0,0,9,9,Match Report
737,Mainz 05,2025-02-16,3,@,Heidenheim,de Bundesliga,W 2-0,2,0,+2,44,2,0,0,0,3,0,0,16,9,Match Report
738,Mainz 05,2025-02-08,3,,Augsburg,de Bundesliga,D 0-0,0,0,0,66,0,0,0,0,3,0,0,12,9,Match Report
739,Mainz 05,2025-01-31,3,@,Werder Bremen,de Bundesliga,L 0-1,0,1,-1,62,0,0,0,0,3,0,0,13,13,Match Report
740,Mainz 05,2025-01-14,3,@,Leverkusen,de Bundesliga,L 0-1,0,1,-1,34,0,0,0,0,3,0,0,14,4,Match Report
741,Mainz 05,2024-12-14,3,,Bayern Munich,de Bundesliga,W 2-1,2,1,+1,32,2,0,0,0,3,0,0,21,11,Match Report
742,Mainz 05,2024-11-09,3,,Dortmund,de Bundesliga,W 3-1,3,1,+2,53,3,0,0,0,3,0,0,17,5,Match Report
743,Mainz 05,2024-10-25,3,,Gladbach,de Bundesliga,D 1-1,1,1,0,52,0,0,0,0,3,0,0,16,15,Match Report
744,Mainz 05,2024-10-05,3,@,St. Pauli,de Bundesliga,W 3-0,3,0,+3,44,3,0,0,0,3,0,0,16,12,Match Report
745,Mainz 05,2024-09-15,3,,Werder Bremen,de Bundesliga,L 1-2,1,2,-1,58,1,0,0,0,3,0,0,12,6,Match Report
746,Leicester City,2025-01-18,3,,Fulham,eng Premier League,L 0-2,0,2,-2,40,0,0,0,0,3,0,0,8,8,Match Report
747,Leicester City,2024-12-14,3,@,Newcastle Utd,eng Premier League,L 0-4,0,4,-4,41,0,0,0,0,3,0,0,16,6,Match Report
748,Leicester City,2024-10-19,3,@,Southampton,eng Premier League,W 3-2,3,2,+1,58,2,1,1,0,3,0,0,10,10,Match Report
749,Leicester City,2024-09-14,3,@,Crystal Palace,eng Premier League,D 2-2,2,2,0,34,2,0,0,0,3,0,0,15,10,Match Report
750,Empoli,2025-03-02,3,@,Genoa,it Serie A,D 1-1,1,1,0,40,1,0,0,0,3,0,0,18,12,Match Report
751,Empoli,2025-02-02,3,@,Juventus,it Serie A,L 1-4,1,4,-3,45,1,0,0,0,3,1,1,13,12,Match Report
752,Empoli,2025-01-25,3,,Bologna,it Serie A,D 1-1,1,1,0,37,1,0,0,0,3,0,0,25,12,Match Report
753,Empoli,2024-11-25,3,,Udinese,it Serie A,D 1-1,1,1,0,30,1,0,0,0,3,0,0,8,12,Match Report
754,Empoli,2024-11-08,3,@,Lecce,it Serie A,D 1-1,1,1,0,42,1,0,0,0,3,0,0,24,7,Match Report
755,Empoli,2024-08-31,3,@,Bologna,it Serie A,D 1-1,1,1,0,31,1,0,0,0,3,0,0,18,14,Match Report
756,Empoli,2024-08-25,3,@,Roma,it Serie A,W 2-1,2,1,+1,27,1,1,1,0,3,0,0,11,10,Match Report
757,Freiburg,2025-03-30,3,,Union Berlin,de Bundesliga,L 1-2,1,2,-1,72,1,0,0,0,3,0,0,8,11,Match Report
758,Freiburg,2025-02-21,3,,Werder Bremen,de Bundesliga,W 5-0,5,0,+5,37,5,0,0,0,3,0,0,14,8,Match Report
759,Freiburg,2025-02-08,3,,Heidenheim,de Bundesliga,W 1-0,1,0,+1,53,1,0,0,0,3,0,0,11,8,Match Report
760,Freiburg,2025-01-18,3,@,Stuttgart,de Bundesliga,L 0-4,0,4,-4,44,0,0,0,0,3,0,0,12,7,Match Report
761,Freiburg,2024-09-28,3,,St. Pauli,de Bundesliga,L 0-3,0,3,-3,73,0,0,1,1,3,0,0,7,17,Match Report
762,Espanyol,2025-03-10,3,,Girona,es La Liga,D 1-1,1,1,0,33,1,0,0,0,3,0,0,11,12,Match Report
763,Espanyol,2024-12-14,3,,Osasuna,es La Liga,D 0-0,0,0,0,42,0,0,0,0,3,0,0,13,12,Match Report
764,Espanyol,2024-11-23,3,@,Girona,es La Liga,L 1-4,1,4,-3,25,1,0,0,0,3,0,0,19,3,Match Report
765,Espanyol,2024-11-03,3,@,Barcelona,es La Liga,L 1-3,1,3,-2,24,1,0,0,0,3,0,0,14,12,Match Report
766,Espanyol,2024-10-19,3,@,Athletic Club,es La Liga,L 1-4,1,4,-3,44,1,0,0,0,3,0,0,22,14,Match Report
767,Espanyol,2024-09-21,3,@,Real Madrid,es La Liga,L 1-4,1,4,-3,27,0,0,0,0,3,0,0,5,6,Match Report
768,Espanyol,2024-08-31,3,,Rayo Vallecano,es La Liga,W 2-1,2,1,+1,47,2,0,0,0,3,0,0,14,15,Match Report
769,RB Leipzig,2025-03-15,3,,Dortmund,de Bundesliga,W 2-0,2,0,+2,34,2,0,0,0,3,0,0,14,10,Match Report
770,RB Leipzig,2025-03-08,3,@,Freiburg,de Bundesliga,D 0-0,0,0,0,47,0,0,0,0,3,0,0,11,6,Match Report
771,RB Leipzig,2025-02-23,3,,Heidenheim,de Bundesliga,D 2-2,2,2,0,74,1,1,1,0,3,0,0,15,15,Match Report
772,RB Leipzig,2024-12-07,3,@,Holstein Kiel,de Bundesliga,W 2-0,2,0,+2,44,1,1,1,0,3,0,0,13,10,Match Report
773,RB Leipzig,2024-10-19,3,@,Mainz 05,de Bundesliga,W 2-0,2,0,+2,47,2,0,0,0,3,0,0,15,12,Match Report
774,Sevilla,2025-03-30,3,@,Betis,es La Liga,L 1-2,1,2,-1,45,1,0,0,0,3,0,0,22,9,Match Report
775,Sevilla,2024-12-08,3,@,Atlético Madrid,es La Liga,L 3-4,3,4,-1,43,3,0,0,0,3,0,0,8,11,Match Report
776,Sevilla,2024-09-29,3,@,Athletic Club,es La Liga,D 1-1,1,1,0,61,0,0,0,0,3,0,0,7,6,Match Report
777,Sevilla,2024-09-14,3,,Getafe,es La Liga,W 1-0,1,0,+1,60,1,0,0,0,3,1,1,19,15,Match Report
778,Sevilla,2024-09-01,3,,Girona,es La Liga,L 0-2,0,2,-2,50,0,0,0,0,3,0,0,6,13,Match Report
779,Sevilla,2024-08-23,3,,Villarreal,es La Liga,L 1-2,1,2,-1,59,1,0,0,0,3,0,0,16,7,Match Report
780,Dortmund,2025-03-15,3,@,RB Leipzig,de Bundesliga,L 0-2,0,2,-2,66,0,0,0,0,3,0,0,10,14,Match Report
781,Dortmund,2024-11-02,3,,RB Leipzig,de Bundesliga,W 2-1,2,1,+1,57,2,0,0,0,3,0,0,11,12,Match Report
782,Dortmund,2024-10-26,3,@,Augsburg,de Bundesliga,L 1-2,1,2,-1,75,1,0,0,0,3,1,1,10,13,Match Report
783,Dortmund,2024-09-22,3,@,Stuttgart,de Bundesliga,L 1-5,1,5,-4,48,1,0,0,0,3,0,0,6,10,Match Report
784,Venezia,2025-03-08,3,@,Como,it Serie A,D 1-1,1,1,0,45,0,1,1,0,3,0,0,14,11,Match Report
785,Venezia,2025-02-01,3,@,Udinese,it Serie A,L 2-3,2,3,-1,49,2,0,0,0,3,0,0,9,16,Match Report
786,Venezia,2025-01-19,3,@,Parma,it Serie A,D 1-1,1,1,0,41,0,1,1,0,3,0,0,16,11,Match Report
787,Venezia,2025-01-12,3,,Inter,it Serie A,L 0-1,0,1,-1,41,0,0,0,0,3,0,0,12,11,Match Report
788,Venezia,2024-12-29,3,@,Napoli,it Serie A,L 0-1,0,1,-1,34,0,0,0,0,3,0,0,12,10,Match Report
789,Venezia,2024-12-14,3,@,Juventus,it Serie A,D 2-2,2,2,0,31,2,0,0,0,3,0,0,8,7,Match Report
790,Venezia,2024-10-30,3,,Udinese,it Serie A,W 3-2,3,2,+1,57,1,2,2,0,3,0,0,9,12,Match Report
791,Venezia,2024-09-14,3,@,Milan,it Serie A,L 0-4,0,4,-4,38,0,0,0,0,3,1,1,12,10,Match Report
792,Newcastle Utd,2024-12-14,3,,Leicester City,eng Premier League,W 4-0,4,0,+4,59,4,0,0,0,3,0,0,7,15,Match Report
793,Newcastle Utd,2024-11-30,3,@,Crystal Palace,eng Premier League,D 1-1,1,1,0,51,0,0,0,0,3,0,0,11,12,Match Report
794,Newcastle Utd,2024-10-27,3,@,Chelsea,eng Premier League,L 1-2,1,2,-1,50,1,0,0,0,3,0,0,16,13,Match Report
795,Newcastle Utd,2024-09-15,3,@,Wolves,eng Premier League,W 2-1,2,1,+1,51,2,0,0,0,3,0,0,6,16,Match Report
796,Rennes,2025-02-02,3,,Strasbourg,fr Ligue 1,W 1-0,1,0,+1,46,1,0,0,0,3,0,0,14,9,Match Report
797,Rennes,2025-01-25,3,@,Monaco,fr Ligue 1,L 2-3,2,3,-1,48,2,0,0,0,3,0,0,16,10,Match Report
798,Rennes,2025-01-03,3,@,Nice,fr Ligue 1,L 2-3,2,3,-1,53,2,0,0,0,3,0,0,14,10,Match Report
799,Rennes,2024-12-15,3,,Angers,fr Ligue 1,W 2-0,2,0,+2,44,2,0,0,0,3,0,0,18,11,Match Report
800,Rennes,2024-11-10,3,,Toulouse,fr Ligue 1,L 0-2,0,2,-2,67,0,0,0,0,3,0,0,16,13,Match Report
801,Rennes,2024-09-27,3,@,Paris S-G,fr Ligue 1,L 1-3,1,3,-2,39,0,1,1,0,3,0,0,13,11,Match Report
802,Bochum,2025-02-22,3,@,Wolfsburg,de Bundesliga,D 1-1,1,1,0,46,1,0,0,0,3,0,0,15,8,Match Report
803,Bochum,2025-02-01,3,,Freiburg,de Bundesliga,L 0-1,0,1,-1,58,0,0,0,0,3,0,0,15,10,Match Report
804,Bochum,2025-01-25,3,@,Gladbach,de Bundesliga,L 0-3,0,3,-3,43,0,0,0,0,3,0,0,15,6,Match Report
805,Bochum,2024-11-30,3,@,Augsburg,de Bundesliga,L 0-1,0,1,-1,48,0,0,0,0,3,0,0,22,8,Match Report
806,Bochum,2024-11-23,3,@,Stuttgart,de Bundesliga,L 0-2,0,2,-2,42,0,0,0,0,3,0,0,16,7,Match Report
807,Bochum,2024-09-14,3,@,Freiburg,de Bundesliga,L 1-2,1,2,-1,46,1,0,0,0,3,0,0,16,5,Match Report
808,Bochum,2024-08-24,3,@,RB Leipzig,de Bundesliga,L 0-1,0,1,-1,38,0,0,0,0,3,0,0,16,9,Match Report
809,Ipswich Town,2025-03-08,3,@,Crystal Palace,eng Premier League,L 0-1,0,1,-1,45,0,0,0,0,3,0,0,7,8,Match Report
810,Ipswich Town,2024-11-30,3,@,Nott'ham Forest,eng Premier League,L 0-1,0,1,-1,55,0,0,0,0,3,0,0,16,5,Match Report
811,Ipswich Town,2024-10-26,3,@,Brentford,eng Premier League,L 3-4,3,4,-1,35,3,0,0,0,3,1,1,10,7,Match Report
812,Ipswich Town,2024-09-14,3,@,Brighton,eng Premier League,D 0-0,0,0,0,32,0,0,0,0,3,0,0,16,14,Match Report
813,Ipswich Town,2024-08-24,3,@,Manchester City,eng Premier League,L 1-4,1,4,-3,25,1,0,0,0,3,0,0,15,3,Match Report
814,Ipswich Town,2024-08-17,3,,Liverpool,eng Premier League,L 0-2,0,2,-2,38,0,0,0,0,3,0,0,9,17,Match Report
815,Manchester City,2025-01-25,3,,Chelsea,eng Premier League,W 3-1,3,1,+2,56,3,0,0,0,3,0,0,6,8,Match Report
816,Manchester City,2024-12-21,3,@,Aston Villa,eng Premier League,L 1-2,1,2,-1,56,1,0,0,0,3,0,0,7,14,Match Report
817,Manchester City,2024-12-01,3,@,Liverpool,eng Premier League,L 0-2,0,2,-2,56,0,0,0,0,3,0,0,8,9,Match Report
818,Manchester City,2024-11-09,3,@,Brighton,eng Premier League,L 1-2,1,2,-1,60,1,0,0,0,3,0,0,10,12,Match Report
819,Manchester City,2024-09-22,3,,Arsenal,eng Premier League,D 2-2,2,2,0,77,2,0,0,0,3,0,0,7,10,Match Report
820,Manchester City,2024-09-14,3,,Brentford,eng Premier League,W 2-1,2,1,+1,54,2,0,0,0,3,0,0,9,3,Match Report
821,Strasbourg,2025-03-02,3,@,Auxerre,fr Ligue 1,W 1-0,1,0,+1,55,1,0,0,0,3,1,0,10,10,Match Report
822,Strasbourg,2025-02-23,3,,Brest,fr Ligue 1,D 0-0,0,0,0,57,0,0,0,0,3,0,0,12,11,Match Report
823,Strasbourg,2025-02-02,3,@,Rennes,fr Ligue 1,L 0-1,0,1,-1,54,0,0,0,0,3,0,0,10,13,Match Report
824,Strasbourg,2025-01-19,3,@,Marseille,fr Ligue 1,D 1-1,1,1,0,31,1,0,0,0,3,0,0,14,13,Match Report
825,Strasbourg,2024-08-18,3,@,Montpellier,fr Ligue 1,D 1-1,1,1,0,58,1,0,0,0,3,0,0,18,18,Match Report
826,Cagliari,2025-01-19,3,,Lecce,it Serie A,W 4-1,4,1,+3,50,4,0,0,0,3,0,0,11,10,Match Report
827,Cagliari,2024-12-14,3,,Atalanta,it Serie A,L 0-1,0,1,-1,44,0,0,0,0,3,0,0,16,9,Match Report
828,Cagliari,2024-10-25,3,@,Udinese,it Serie A,L 0-2,0,2,-2,36,0,0,0,0,3,1,1,9,13,Match Report
829,Cagliari,2024-08-31,3,@,Lecce,it Serie A,L 0-1,0,1,-1,65,0,0,0,0,3,0,0,13,9,Match Report
830,Leverkusen,2025-02-08,3,@,Wolfsburg,de Bundesliga,D 0-0,0,0,0,59,0,0,0,0,3,0,0,8,6,Match Report
831,Leverkusen,2024-11-01,3,,Stuttgart,de Bundesliga,D 0-0,0,0,0,53,0,0,0,0,3,0,0,13,12,Match Report
832,Leverkusen,2024-09-28,3,@,Bayern Munich,de Bundesliga,D 1-1,1,1,0,31,1,0,0,0,3,0,0,15,10,Match Report
833,Leverkusen,2024-08-31,3,,RB Leipzig,de Bundesliga,L 2-3,2,3,-1,62,2,0,0,0,3,0,0,7,8,Match Report
834,Lille,2025-03-15,3,@,Nantes,fr Ligue 1,L 0-1,0,1,-1,68,0,0,0,0,3,0,0,15,8,Match Report
835,Lille,2024-12-14,3,@,Marseille,fr Ligue 1,D 1-1,1,1,0,44,1,0,0,0,3,0,0,9,13,Match Report
836,Lille,2024-11-24,3,,Rennes,fr Ligue 1,W 1-0,1,0,+1,52,1,0,0,0,3,0,0,19,16,Match Report
837,Lille,2024-11-01,3,,Lyon,fr Ligue 1,D 1-1,1,1,0,47,1,0,0,0,3,0,0,12,9,Match Report
838,Lille,2024-10-05,3,,Toulouse,fr Ligue 1,W 2-1,2,1,+1,57,2,0,0,0,3,0,0,13,8,Match Report
839,Lille,2024-09-01,3,,Paris S-G,fr Ligue 1,L 1-3,1,3,-2,42,1,0,0,0,3,0,0,9,9,Match Report
840,Brentford,2024-12-21,3,,Nott'ham Forest,eng Premier League,L 0-2,0,2,-2,64,0,0,0,0,3,0,0,10,14,Match Report
841,Brentford,2024-12-07,3,,Newcastle Utd,eng Premier League,W 4-2,4,2,+2,43,4,0,0,0,3,0,0,10,6,Match Report
842,Brentford,2024-08-25,3,@,Liverpool,eng Premier League,L 0-2,0,2,-2,38,0,0,0,0,3,0,0,7,10,Match Report
843,Roma,2025-02-16,3,@,Parma,it Serie A,W 1-0,1,0,+1,71,1,0,0,0,3,0,0,5,10,Match Report
844,Roma,2025-02-09,3,@,Venezia,it Serie A,W 1-0,1,0,+1,38,0,1,1,0,3,0,0,21,13,Match Report
845,Roma,2024-11-24,3,@,Napoli,it Serie A,L 0-1,0,1,-1,37,0,0,0,0,3,0,0,9,8,Match Report
846,Roma,2024-09-15,3,@,Genoa,it Serie A,D 1-1,1,1,0,52,1,0,0,0,3,0,0,12,9,Match Report
847,Chelsea,2025-04-06,3,@,Brentford,eng Premier League,D 0-0,0,0,0,58,0,0,0,0,3,0,0,12,12,Match Report
848,Chelsea,2025-03-16,3,@,Arsenal,eng Premier League,L 0-1,0,1,-1,58,0,0,0,0,3,0,0,13,9,Match Report
849,Chelsea,2025-02-22,3,@,Aston Villa,eng Premier League,L 1-2,1,2,-1,48,1,0,0,0,3,0,0,16,15,Match Report
850,Chelsea,2025-02-03,3,,West Ham,eng Premier League,W 2-1,2,1,+1,68,1,0,0,0,3,0,0,11,10,Match Report
851,Chelsea,2024-12-08,3,@,Tottenham,eng Premier League,W 4-3,4,3,+1,61,2,2,2,0,3,0,0,11,16,Match Report
852,Chelsea,2024-11-23,3,@,Leicester City,eng Premier League,W 2-1,2,1,+1,63,2,0,0,0,3,0,0,12,15,Match Report
853,Chelsea,2024-10-20,3,@,Liverpool,eng Premier League,L 1-2,1,2,-1,57,1,0,0,0,3,0,0,13,12,Match Report
854,Chelsea,2024-09-28,3,,Brighton,eng Premier League,W 4-2,4,2,+2,41,3,1,1,0,3,0,0,11,8,Match Report
855,Chelsea,2024-08-25,3,@,Wolves,eng Premier League,W 6-2,6,2,+4,60,6,0,0,0,3,0,0,13,13,Match Report
856,Brighton,2025-04-05,3,@,Crystal Palace,eng Premier League,L 1-2,1,2,-1,62,1,0,0,0,3,1,1,13,10,Match Report
857,Brighton,2025-02-01,3,@,Nott'ham Forest,eng Premier League,L 0-7,0,7,-7,62,0,0,0,0,3,0,0,13,8,Match Report
858,Brighton,2025-01-19,3,@,Manchester Utd,eng Premier League,W 3-1,3,1,+2,49,3,0,0,0,3,0,0,12,12,Match Report
859,Brighton,2024-12-30,3,@,Aston Villa,eng Premier League,D 2-2,2,2,0,41,2,0,0,0,3,0,0,14,9,Match Report
860,Brighton,2024-11-09,3,,Manchester City,eng Premier League,W 2-1,2,1,+1,40,2,0,0,0,3,0,0,12,10,Match Report
861,Brighton,2024-10-26,3,,Wolves,eng Premier League,D 2-2,2,2,0,51,2,0,0,0,3,0,0,12,10,Match Report
862,Brighton,2024-09-22,3,,Nott'ham Forest,eng Premier League,D 2-2,2,2,0,70,2,0,0,0,3,0,0,12,9,Match Report
863,Saint-Étienne,2025-03-09,3,@,Le Havre,fr Ligue 1,D 1-1,1,1,0,54,1,0,0,0,3,0,0,17,9,Match Report
864,Saint-Étienne,2025-02-22,3,,Angers,fr Ligue 1,D 3-3,3,3,0,61,3,0,0,0,3,0,0,13,15,Match Report
865,Saint-Étienne,2024-11-23,3,,Montpellier,fr Ligue 1,W 1-0,1,0,+1,33,1,0,0,0,3,0,0,19,9,Match Report
866,Saint-Étienne,2024-10-26,3,@,Angers,fr Ligue 1,L 2-4,2,4,-2,58,1,1,1,0,3,0,0,13,10,Match Report
867,Saint-Étienne,2024-10-05,3,,Auxerre,fr Ligue 1,W 3-1,3,1,+2,42,3,0,0,0,3,0,0,13,10,Match Report
868,Saint-Étienne,2024-08-24,3,,Le Havre,fr Ligue 1,L 0-2,0,2,-2,59,0,0,0,0,3,0,0,12,9,Match Report
869,Everton,2025-04-05,3,,Arsenal,eng Premier League,D 1-1,1,1,0,31,0,1,1,0,3,0,0,17,13,Match Report
870,Everton,2024-12-14,3,@,Arsenal,eng Premier League,D 0-0,0,0,0,24,0,0,0,0,3,0,0,9,5,Match Report
871,Everton,2024-12-01,3,@,Manchester Utd,eng Premier League,L 0-4,0,4,-4,40,0,0,0,0,3,0,0,12,12,Match Report
872,Napoli,2025-04-07,3,@,Bologna,it Serie A,D 1-1,1,1,0,39,1,0,0,0,3,0,0,18,10,Match Report
873,Napoli,2025-02-23,3,@,Como,it Serie A,L 1-2,1,2,-1,58,1,0,0,0,3,0,0,14,17,Match Report
874,Napoli,2024-10-26,3,,Lecce,it Serie A,W 1-0,1,0,+1,64,1,0,0,0,3,0,0,13,5,Match Report
875,Lyon,2025-04-05,3,,Lille,fr Ligue 1,W 2-1,2,1,+1,56,1,1,1,0,3,0,0,15,13,Match Report
876,Lyon,2024-12-15,3,@,Paris S-G,fr Ligue 1,L 1-3,1,3,-2,32,1,0,0,0,3,0,0,8,6,Match Report
877,Lyon,2024-11-10,3,,Saint-Étienne,fr Ligue 1,W 1-0,1,0,+1,62,1,0,0,0,3,0,0,11,12,Match Report
878,Lyon,2024-08-30,3,,Strasbourg,fr Ligue 1,W 4-3,4,3,+1,48,4,0,0,0,3,0,0,11,6,Match Report
879,Inter,2025-04-05,3,@,Parma,it Serie A,D 2-2,2,2,0,63,2,0,0,0,3,0,0,7,9,Match Report
880,Inter,2025-03-16,3,@,Atalanta,it Serie A,W 2-0,2,0,+2,51,2,0,0,0,3,1,1,14,11,Match Report
881,Inter,2024-10-20,3,@,Roma,it Serie A,W 1-0,1,0,+1,45,1,0,0,0,3,0,0,13,12,Match Report
882,Nantes,2025-02-07,3,,Brest,fr Ligue 1,L 0-2,0,2,-2,58,0,0,0,0,3,0,0,15,13,Match Report
883,Nantes,2025-02-02,3,@,Reims,fr Ligue 1,W 2-1,2,1,+1,45,2,0,0,0,3,0,0,10,13,Match Report
884,Nantes,2025-01-26,3,,Lyon,fr Ligue 1,D 1-1,1,1,0,38,1,0,0,0,3,0,0,14,10,Match Report
885,Nantes,2025-01-10,3,,Monaco,fr Ligue 1,D 2-2,2,2,0,32,2,0,0,0,3,0,0,17,14,Match Report
886,Nantes,2024-12-15,3,@,Brest,fr Ligue 1,L 1-4,1,4,-3,49,1,0,0,0,3,0,0,14,10,Match Report
887,Nantes,2024-10-27,3,@,Strasbourg,fr Ligue 1,L 1-3,1,3,-2,50,1,0,0,0,3,0,0,17,12,Match Report
